City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Weather Desc,Rain/Inches,Snow,Wind Speed
241,Maldonado,UY,2020-04-18 21:02:48,-34.67,-54.92,73.4,60,0,clear sky,0,0,10.29
242,Iqaluit,CA,2020-04-18 20:57:39,63.75,-68.51,6.8,60,20,few clouds,0,0,4.7
243,Havoysund,NO,2020-04-18 20:58:45,71.0,24.66,37.4,100,100,overcast clouds,0,0,21.92
244,Lubango,AO,2020-04-18 21:02:49,-14.92,13.49,60.03,53,13,few clouds,0,0,3.78
245,Khatanga,RU,2020-04-18 20:59:03,71.97,102.5,9.54,93,0,clear sky,0,0,5.06
246,Faanui,PF,2020-04-18 21:02:49,-16.48,-151.75,82.87,73,26,scattered clouds,0,0,9.57
247,Havre-Saint-Pierre,CA,2020-04-18 20:54:29,50.23,-63.6,35.6,55,1,clear sky,0,0,10.29
248,Narsaq,GL,2020-04-18 20:57:39,60.92,-46.05,32.0,92,88,overcast clouds,0,0,10.29
249,Barabai,ID,2020-04-18 21:02:50,-2.58,115.38,75.04,94,100,moderate rain,{'3h': 4.7},0,1.83
250,Paka,MY,2020-04-18 21:02:50,4.64,103.44,77.0,94,96,overcast clouds,0,0,2.24
251,Kassala,SD,2020-04-18 21:02:50,15.45,36.4,78.28,14,77,broken clouds,0,0,7.52
252,Takoradi,GH,2020-04-18 21:02:51,4.88,-1.76,81.82,82,67,light rain,{'3h': 0.17},0,8.97
253,Telimele,GN,2020-04-18 21:02:51,10.92,-13.33,80.29,40,35,scattered clouds,0,0,4.41
254,Vostok,RU,2020-04-18 21:02:51,46.49,135.88,36.91,71,41,scattered clouds,0,0,3.8
255,Denpasar,ID,2020-04-18 20:58:28,-8.65,115.22,80.6,100,40,scattered clouds,0,0,1.12
256,Fortuna,US,2020-04-18 20:57:11,40.6,-124.16,57.0,81,75,broken clouds,0,0,6.73
257,Labrea,BR,2020-04-18 20:57:26,-7.26,-64.8,85.59,64,38,light rain,{'3h': 0.26},0,3.0
258,Pascagoula,US,2020-04-18 21:02:52,30.37,-88.56,80.6,65,90,overcast clouds,0,0,6.38
259,South Valley,US,2020-04-18 21:02:52,35.01,-106.68,69.01,14,75,broken clouds,0,0,16.11
260,Coihaique,CL,2020-04-18 21:02:53,-45.58,-72.07,48.2,87,90,moderate rain,0,0,8.05
261,Puri,IN,2020-04-18 20:58:04,19.8,85.85,77.0,73,75,haze,0,0,5.82
262,Sohagpur,IN,2020-04-18 21:02:53,22.7,78.2,81.37,33,91,overcast clouds,0,0,1.92
263,Taoudenni,ML,2020-04-18 20:57:29,22.68,-3.98,81.43,43,14,few clouds,0,0,24.67
264,Pastavy,BY,2020-04-18 21:02:54,55.12,26.83,33.91,83,28,scattered clouds,0,0,6.91
265,Caravelas,BR,2020-04-18 20:58:36,-17.71,-39.25,76.51,78,94,overcast clouds,0,0,19.64
266,Cabedelo,BR,2020-04-18 21:00:07,-6.98,-34.83,82.4,83,20,few clouds,0,0,3.36
267,Bambous Virieux,MU,2020-04-18 21:02:54,-20.34,57.76,78.8,78,40,scattered clouds,0,0,11.41
268,Mathathane,BW,2020-04-18 21:02:55,-22.27,28.75,69.62,59,0,clear sky,0,0,13.89
269,Saskylakh,RU,2020-04-18 20:58:00,71.92,114.08,8.49,79,0,clear sky,0,0,5.37
270,Kruisfontein,ZA,2020-04-18 20:58:34,-34.0,24.73,65.19,43,0,clear sky,0,0,6.08
271,Senanga,ZM,2020-04-18 21:02:06,-16.12,23.27,70.65,53,91,overcast clouds,0,0,4.21
272,Balkanabat,TM,2020-04-18 21:02:56,39.51,54.37,69.87,38,0,clear sky,0,0,6.15
273,Rohri,PK,2020-04-18 21:02:56,27.69,68.9,77.0,57,100,haze,0,0,3.71
274,Selenduma,RU,2020-04-18 21:02:56,50.91,106.24,30.18,78,73,broken clouds,0,0,2.8
275,Uravakonda,IN,2020-04-18 21:02:56,14.95,77.27,81.09,32,7,clear sky,0,0,3.96
276,Yulara,AU,2020-04-18 21:02:57,-25.24,130.99,66.2,45,32,scattered clouds,0,0,5.82
277,Itoman,JP,2020-04-18 21:02:57,26.12,127.67,71.6,94,75,broken clouds,0,0,5.82
278,Namwala,ZM,2020-04-18 21:02:57,-15.75,26.44,66.25,55,72,broken clouds,0,0,3.31
279,Hubli,IN,2020-04-18 21:02:57,15.35,75.17,76.32,62,10,clear sky,0,0,6.17
280,Khandbari,NP,2020-04-18 21:02:58,27.37,87.2,65.26,37,36,light rain,{'3h': 0.24},0,4.29
281,Novikovo,RU,2020-04-18 21:02:58,51.15,37.89,38.16,71,15,few clouds,0,0,6.11
282,Christchurch,NZ,2020-04-18 20:56:58,-43.53,172.63,57.0,62,1,clear sky,0,0,5.82
283,Grevena,GR,2020-04-18 21:02:58,40.08,21.43,57.2,50,31,scattered clouds,0,0,4.7
284,Poykovskiy,RU,2020-04-18 21:02:59,61.23,73.33,48.2,66,40,scattered clouds,0,0,6.71
285,Constitucion,CL,2020-04-18 20:58:30,-35.33,-72.42,65.19,83,83,broken clouds,0,0,9.69
286,Kaka,TM,2020-04-18 21:02:59,37.35,59.61,63.3,37,59,broken clouds,0,0,4.56
287,Bardiyah,LY,2020-04-18 21:02:59,31.76,25.09,59.25,79,0,clear sky,0,0,6.71
288,Peachland,CA,2020-04-18 21:03:00,49.77,-119.74,57.99,55,91,light rain,{'3h': 0.48},0,3.0
289,Batagay-Alyta,RU,2020-04-18 21:03:00,67.8,130.41,-3.82,67,0,clear sky,0,0,3.53
290,Liverpool,GB,2020-04-18 20:59:19,53.41,-2.98,50.0,76,99,overcast clouds,0,0,3.36
291,Naze,JP,2020-04-18 21:03:00,28.37,129.48,66.2,82,90,overcast clouds,0,0,2.24
292,Kinablangan,PH,2020-04-18 21:03:01,7.69,126.55,78.13,81,99,light rain,{'3h': 2.41},0,6.71
293,San Cristobal,VE,2020-04-18 20:59:03,7.77,-72.22,87.8,45,40,smoke,0,0,8.05
294,Matara,LK,2020-04-18 20:58:17,5.95,80.54,78.55,87,7,light rain,{'3h': 0.16},0,4.12
295,Tiksi,RU,2020-04-18 21:03:02,71.69,128.87,3.87,85,55,broken clouds,0,0,4.38
296,Pindiga,NG,2020-04-18 21:03:02,9.98,10.93,90.7,10,99,overcast clouds,0,0,3.4
297,Paredon,MX,2020-04-18 21:03:02,16.03,-93.87,87.44,60,16,few clouds,0,0,8.19
298,Mitsamiouli,KM,2020-04-18 21:03:02,-11.38,43.28,82.98,78,87,light rain,{'3h': 0.23},0,12.33
299,Nyurba,RU,2020-04-18 21:03:03,63.28,118.33,8.06,94,75,broken clouds,0,0,5.44
300,Qaanaaq,GL,2020-04-18 20:57:32,77.48,-69.36,20.75,87,100,overcast clouds,0,0,9.42
301,Paamiut,GL,2020-04-18 20:58:19,61.99,-49.67,27.77,94,100,light snow,0,{'3h': 0.38},23.58
302,Moerai,PF,2020-04-18 21:03:03,-22.43,-151.33,80.85,75,54,broken clouds,0,0,7.14
303,Mocuba,MZ,2020-04-18 21:03:04,-16.84,36.99,69.94,94,25,light rain,{'3h': 1.01},0,3.18
304,Dandong,CN,2020-04-18 21:03:04,40.13,124.39,51.62,64,100,overcast clouds,0,0,5.21
305,Werda,BW,2020-04-18 21:03:04,-25.27,23.28,75.34,25,60,broken clouds,0,0,3.4
306,Domoni,KM,2020-04-18 21:03:04,-12.26,44.53,82.11,73,37,light rain,{'3h': 0.21},0,6.02
307,Biltine,TD,2020-04-18 21:03:05,14.53,20.92,80.89,13,0,clear sky,0,0,9.08
308,Hami,CN,2020-04-18 21:03:05,42.8,93.45,62.38,21,100,overcast clouds,0,0,11.95
309,Uvira,CD,2020-04-18 21:03:05,-3.41,29.15,72.18,49,100,light rain,{'3h': 0.4},0,0.85
310,Jalu,LY,2020-04-18 20:57:17,29.03,21.55,68.88,28,0,clear sky,0,0,5.12
311,Nago,JP,2020-04-18 21:03:06,26.59,127.98,71.6,94,1,clear sky,0,0,6.93
312,Ballina,AU,2020-04-18 21:03:06,-28.87,153.57,62.01,100,11,few clouds,0,0,3.36
313,Ilulissat,GL,2020-04-18 20:57:13,69.22,-51.1,24.8,79,100,light snow,0,{'3h': 0.23},3.36
314,Hearst,CA,2020-04-18 21:03:06,49.68,-83.67,34.86,89,100,light snow,0,{'3h': 1.3},14.7
315,Kaitangata,NZ,2020-04-18 20:59:00,-46.28,169.85,51.01,86,100,overcast clouds,0,0,5.01
316,Cliza,BO,2020-04-18 21:03:07,-17.6,-65.93,75.2,29,40,scattered clouds,0,0,6.93
317,Mackay,AU,2020-04-18 21:03:07,-21.15,149.2,78.01,94,21,few clouds,0,0,4.92
318,Nsoko,SZ,2020-04-18 21:03:08,-27.03,31.95,75.2,73,100,light rain,{'3h': 0.15},0,2.24
319,Sibolga,ID,2020-04-18 21:03:08,1.74,98.78,77.31,80,100,light rain,{'3h': 2.11},0,2.73
320,Kinsale,IE,2020-04-18 21:00:05,51.71,-8.53,48.0,100,90,light intensity drizzle,0,0,14.99
321,Jiuquan,CN,2020-04-18 21:03:08,39.74,98.52,49.53,26,99,overcast clouds,0,0,1.77
322,Mehamn,NO,2020-04-18 21:03:09,71.04,27.85,33.1,91,28,scattered clouds,0,0,7.87
323,Kodinsk,RU,2020-04-18 21:03:09,58.69,99.18,21.58,93,0,clear sky,0,0,3.38
324,Annau,TM,2020-04-18 21:03:09,37.89,58.52,59.0,77,2,clear sky,0,0,8.34
325,Nukus,UZ,2020-04-18 21:03:09,42.45,59.61,55.4,30,3,clear sky,0,0,6.93
326,Moindou,NC,2020-04-18 21:03:10,-21.69,165.68,69.8,88,85,overcast clouds,0,0,2.24
327,Tyret Pervaya,RU,2020-04-18 21:03:10,53.67,102.31,27.82,85,97,light snow,0,{'3h': 0.59},8.75
328,Champerico,GT,2020-04-18 21:03:11,14.3,-91.92,91.4,46,40,haze,0,0,9.17
329,Gamba,GA,2020-04-18 21:03:11,-2.65,10.0,79.7,84,98,overcast clouds,0,0,5.01
330,Ca Mau,VN,2020-04-18 20:59:21,9.18,105.15,79.02,87,46,scattered clouds,0,0,5.75
331,Lewistown,US,2020-04-18 21:03:12,40.6,-77.57,52.0,41,13,few clouds,0,0,1.01
332,Roma,US,2020-04-18 20:59:09,43.21,-75.46,48.0,39,90,overcast clouds,0,0,13.87
333,Fairbanks,US,2020-04-18 21:03:12,64.84,-147.72,42.01,100,90,mist,0,0,2.17
334,Toropets,RU,2020-04-18 21:03:13,56.5,31.64,33.06,89,100,overcast clouds,0,0,6.96
335,Sakakah,SA,2020-04-18 21:03:13,29.97,40.21,69.8,37,20,few clouds,0,0,6.93
336,Srostki,RU,2020-04-18 21:03:13,52.42,85.7,41.77,77,0,clear sky,0,0,3.09
337,Parana,AR,2020-04-18 21:03:14,-31.73,-60.52,82.99,38,0,clear sky,0,0,1.99
338,Lata,PT,2020-04-18 21:03:14,40.16,-8.33,60.01,81,29,scattered clouds,0,0,4.0
339,Tocache,PE,2020-04-18 21:03:14,-8.18,-76.51,83.73,41,33,scattered clouds,0,0,0.36
340,Strezhevoy,RU,2020-04-18 21:03:15,60.73,77.59,51.8,53,100,overcast clouds,0,0,13.42
341,Bonavista,CA,2020-04-18 21:03:15,48.65,-53.11,37.99,50,97,light snow,0,{'3h': 0.48},10.0
342,Vallenar,CL,2020-04-18 21:03:15,-28.57,-70.76,78.31,33,0,clear sky,0,0,7.43
343,Calama,CL,2020-04-18 21:03:15,-22.47,-68.93,75.2,11,0,clear sky,0,0,25.28
344,Monrovia,LR,2020-04-18 21:03:16,6.3,-10.8,78.8,94,75,broken clouds,0,0,11.07
345,Leh,IN,2020-04-18 20:59:11,34.17,77.58,32.9,19,75,broken clouds,0,0,4.59
346,Ust-Nera,RU,2020-04-18 21:03:16,64.57,143.2,-5.91,77,99,overcast clouds,0,0,6.15
347,Amberley,US,2020-04-18 21:03:17,39.2,-84.43,57.0,43,20,few clouds,0,0,8.12
348,Esperance,AU,2020-04-18 21:03:17,-33.87,121.9,59.0,100,90,overcast clouds,0,0,10.29
349,Atasu,KZ,2020-04-18 21:03:17,48.68,71.64,52.39,35,11,few clouds,0,0,7.96
350,Vanimo,PG,2020-04-18 21:03:17,-2.67,141.3,80.37,80,100,light rain,{'3h': 0.61},0,4.59
351,Fort Nelson,CA,2020-04-18 21:03:18,58.81,-122.7,59.0,26,75,broken clouds,0,0,13.87
352,Yerbogachen,RU,2020-04-18 20:59:29,61.28,108.01,9.88,91,3,clear sky,0,0,5.57
353,Qui Nhon,VN,2020-04-18 21:03:18,13.77,109.23,76.28,88,76,broken clouds,0,0,5.68
354,Mirnyy,RU,2020-04-18 21:03:18,62.54,113.96,8.6,55,65,broken clouds,0,0,11.18
355,Bubaque,GW,2020-04-18 21:03:19,11.28,-15.83,79.66,70,100,overcast clouds,0,0,20.27
356,Haines Junction,CA,2020-04-18 21:03:19,60.75,-137.51,47.34,44,12,few clouds,0,0,2.1
357,Petauke,ZM,2020-04-18 21:03:20,-14.24,31.33,66.4,62,3,clear sky,0,0,7.72
358,Seguela,CI,2020-04-18 21:03:20,7.96,-6.67,78.33,72,75,light rain,{'3h': 0.87},0,3.74
359,Shache,CN,2020-04-18 21:03:20,38.42,77.24,56.03,37,99,overcast clouds,0,0,10.04
360,Konevo,RU,2020-04-18 21:03:20,62.12,39.32,28.51,98,75,broken clouds,0,0,3.76
361,Kavaratti,IN,2020-04-18 21:03:21,10.57,72.64,84.13,71,1,clear sky,0,0,4.56
362,Mokhsogollokh,RU,2020-04-18 21:03:21,61.47,128.92,6.87,93,92,overcast clouds,0,0,3.29
363,Newport,GB,2020-04-18 20:59:19,51.59,-3.0,50.0,96,43,scattered clouds,0,0,6.71
364,Soma,TR,2020-04-18 21:03:21,39.19,27.61,55.4,71,0,clear sky,0,0,1.12
365,Rocha,UY,2020-04-18 21:01:40,-34.48,-54.33,65.19,81,0,clear sky,0,0,6.91
366,Sept-Iles,CA,2020-04-18 20:59:06,50.2,-66.38,36.0,69,75,broken clouds,0,0,11.41
367,Touros,BR,2020-04-18 21:03:22,-5.2,-35.46,84.2,74,75,broken clouds,0,0,9.17
368,Biharamulo,TZ,2020-04-18 21:03:22,-2.63,31.31,62.87,66,100,moderate rain,{'3h': 6.22},0,1.95
369,Kijang,KR,2020-04-18 21:03:22,35.24,129.21,53.6,81,97,overcast clouds,0,0,9.17
370,Flinders,AU,2020-04-18 21:03:23,-34.58,150.86,53.01,85,71,light rain,{'3h': 0.65},0,6.31
371,Alexandria,EG,2020-04-18 21:02:58,31.22,29.96,64.4,72,0,clear sky,0,0,6.93
372,Gorontalo,ID,2020-04-18 21:03:23,0.54,123.06,75.94,88,40,light rain,{'3h': 0.25},0,2.57
373,Keti Bandar,PK,2020-04-18 21:03:24,24.14,67.45,79.54,76,77,broken clouds,0,0,14.54
374,Piranhas,BR,2020-04-18 21:03:24,-16.43,-51.82,74.52,79,95,moderate rain,{'3h': 6.74},0,3.76
375,Sovetskiy,RU,2020-04-18 21:03:25,61.36,63.58,36.75,87,90,light rain,{'3h': 1.02},0,9.15
376,Sambava,MG,2020-04-18 21:03:25,-14.27,50.17,74.8,85,29,light rain,{'3h': 0.11},0,8.5
377,Mareeba,AU,2020-04-18 21:03:25,-17.0,145.43,72.0,96,43,scattered clouds,0,0,1.99
378,Svetlyy,RU,2020-04-18 21:03:25,54.67,20.13,39.2,69,20,few clouds,0,0,11.18
379,Watsa,CD,2020-04-18 21:03:26,3.04,29.54,63.91,73,100,overcast clouds,0,0,1.59
380,Bati,ET,2020-04-18 21:03:26,11.18,40.02,63.3,58,100,moderate rain,{'3h': 4.7},0,3.04
381,Margate,GB,2020-04-18 21:03:26,51.38,1.39,48.0,92,15,few clouds,0,0,12.28
382,Seydi,TM,2020-04-18 21:03:27,39.48,62.91,70.25,23,47,scattered clouds,0,0,6.17
383,Ewo,CG,2020-04-18 21:03:27,-0.87,14.82,76.1,76,86,moderate rain,{'3h': 4.65},0,2.42
384,Washington,US,2020-04-18 21:00:06,47.5,-120.5,48.11,72,100,light rain,{'3h': 1.56},0,3.02
385,Beyneu,KZ,2020-04-18 21:03:27,45.32,55.2,63.36,37,90,overcast clouds,0,0,7.96
386,Luderitz,NA,2020-04-18 21:03:27,-26.65,15.16,59.0,93,7,clear sky,0,0,6.93
387,Mulege,MX,2020-04-18 21:03:28,26.88,-111.98,77.85,31,4,clear sky,0,0,4.21
388,Riyadh,SA,2020-04-18 20:59:23,24.69,46.72,78.8,44,100,overcast clouds,0,0,4.7
389,Zarubino,RU,2020-04-18 21:03:28,42.63,131.09,43.27,70,38,scattered clouds,0,0,5.82
390,Progreso,MX,2020-04-18 21:03:28,21.28,-89.67,102.99,27,40,scattered clouds,0,0,12.75
391,Hambantota,LK,2020-04-18 21:03:29,6.12,81.12,81.46,80,23,few clouds,0,0,6.29
392,Tolaga Bay,NZ,2020-04-18 21:03:29,-38.37,178.3,63.5,70,66,broken clouds,0,0,11.52
393,Formosa Do Rio Preto,BR,2020-04-18 21:03:29,-11.05,-45.19,74.01,78,82,light rain,{'3h': 2.14},0,2.24
394,Pangkalanbuun,ID,2020-04-18 20:57:07,-2.68,111.62,76.35,92,98,light rain,{'3h': 0.74},0,3.94
395,Sasd,HU,2020-04-18 21:03:30,46.26,18.11,59.38,59,78,broken clouds,0,0,1.28
396,Ghanzi,BW,2020-04-18 21:03:30,-21.57,21.78,73.29,33,37,scattered clouds,0,0,7.18
397,Clyde River,CA,2020-04-18 21:03:30,70.47,-68.59,15.8,85,75,light snow,0,0,5.82
398,Berlin,DE,2020-04-18 20:59:45,52.52,13.41,52.0,37,3,clear sky,0,0,9.17
399,Novouzensk,RU,2020-04-18 21:03:31,50.46,48.14,41.13,84,4,clear sky,0,0,7.2
400,Wuwei,CN,2020-04-18 21:03:31,37.93,102.64,48.0,47,56,broken clouds,0,0,1.01
401,Birao,CF,2020-04-18 21:03:31,10.28,22.79,82.15,12,82,broken clouds,0,0,2.82
402,Severo-Yeniseyskiy,RU,2020-04-18 21:03:31,60.37,93.04,24.21,94,67,broken clouds,0,0,4.41
403,Camocim,BR,2020-04-18 21:03:09,-2.9,-40.84,78.48,84,93,light rain,{'3h': 1.04},0,3.33
404,Sioux Lookout,CA,2020-04-18 21:03:32,50.1,-91.92,41.0,52,75,broken clouds,0,0,14.99
405,Miraflores,MX,2020-04-18 21:03:32,19.22,-98.81,82.4,26,20,few clouds,0,0,6.93
406,Nantucket,US,2020-04-18 21:03:32,41.28,-70.1,39.99,100,90,light rain,0,0,24.16
407,Mindelo,CV,2020-04-18 21:03:33,16.89,-24.98,73.4,64,40,scattered clouds,0,0,24.16
408,Trairi,BR,2020-04-18 21:03:33,-3.28,-39.27,80.26,79,51,light rain,{'3h': 0.36},0,4.05
409,Jacareacanga,BR,2020-04-18 21:03:33,-6.22,-57.75,80.65,88,69,moderate rain,{'3h': 3.62},0,0.27
410,Karpogory,RU,2020-04-18 21:03:34,64.0,44.45,29.07,97,0,clear sky,0,0,2.37
411,Coquimbo,CL,2020-04-18 21:03:18,-29.95,-71.34,62.6,77,0,clear sky,0,0,10.29
412,Sisimiut,GL,2020-04-18 21:03:34,66.94,-53.67,23.9,92,100,light snow,0,{'3h': 0.72},2.13
413,Alice Springs,AU,2020-04-18 21:00:14,-23.7,133.88,59.0,54,20,few clouds,0,0,4.7
414,Black River,JM,2020-04-18 21:03:34,18.03,-77.85,86.0,70,75,broken clouds,0,0,18.34
415,Baykalsk,RU,2020-04-18 21:03:35,51.51,104.15,32.47,76,100,snow,0,{'3h': 2.53},7.34
416,Vila Do Maio,CV,2020-04-18 21:03:35,15.13,-23.22,73.4,60,40,scattered clouds,0,0,20.8
417,Noumea,NC,2020-04-18 21:01:18,-22.28,166.46,75.99,88,89,overcast clouds,0,0,2.24
418,Shunyi,CN,2020-04-18 21:03:35,40.12,116.65,66.0,54,100,overcast clouds,0,0,6.71
419,Tazovskiy,RU,2020-04-18 21:03:36,67.47,78.7,35.98,98,100,light rain,{'3h': 0.91},0,20.47
420,Verkhnyaya Sysert,RU,2020-04-18 21:03:36,56.44,60.75,33.8,83,3,clear sky,0,0,8.95
421,Aykhal,RU,2020-04-18 20:59:41,66.0,111.5,8.6,50,1,clear sky,0,0,4.47
422,Kearney,US,2020-04-18 21:03:11,40.7,-99.08,71.6,21,1,clear sky,0,0,10.29
423,Lancaster,US,2020-04-18 21:03:37,40.25,-76.25,50.0,49,90,overcast clouds,0,0,20.8
424,Poiana Stampei,RO,2020-04-18 21:03:37,47.32,25.13,32.0,71,48,scattered clouds,0,0,2.3
425,Balakhonovskoye,RU,2020-04-18 21:03:38,44.78,41.78,50.56,63,89,overcast clouds,0,0,0.51
426,Saquarema,BR,2020-04-18 21:01:02,-22.92,-42.51,73.4,94,40,scattered clouds,0,0,9.17
427,Pringsewu,ID,2020-04-18 21:03:38,-5.36,104.97,74.43,87,79,light rain,{'3h': 0.66},0,1.45
428,Katsuura,JP,2020-04-18 21:03:38,35.13,140.3,57.99,82,20,few clouds,0,0,5.82
429,Santa Maria,BR,2020-04-18 21:01:23,-29.68,-53.81,69.48,63,0,clear sky,0,0,4.94
430,Evanston,US,2020-04-18 20:59:54,42.04,-87.69,57.99,35,20,few clouds,0,0,24.16
431,Peniche,PT,2020-04-18 20:58:44,39.36,-9.38,60.01,83,1,clear sky,0,0,5.01
432,Pangody,RU,2020-04-18 21:03:40,65.85,74.49,36.19,96,100,overcast clouds,0,0,13.13
433,Veresti,RO,2020-04-18 21:03:40,47.6,26.43,46.99,36,68,broken clouds,0,0,9.17
434,Luoyang,CN,2020-04-18 21:02:06,34.68,112.45,47.8,79,53,broken clouds,0,0,3.8
435,Harper,LR,2020-04-18 21:03:41,4.38,-7.72,80.46,84,100,light rain,{'3h': 0.67},0,8.28
436,Zmeyskaya,RU,2020-04-18 21:03:41,43.34,44.16,51.8,75,100,overcast clouds,0,0,4.47
437,Mount Gambier,AU,2020-04-18 21:03:41,-37.83,140.77,46.4,100,90,overcast clouds,0,0,1.12
438,Banda Aceh,ID,2020-04-18 21:03:41,5.56,95.32,79.2,80,71,broken clouds,0,0,3.31
439,Sajanan,TN,2020-04-18 21:03:42,37.06,9.24,66.2,93,20,few clouds,0,0,3.36
440,San Patricio,MX,2020-04-18 21:03:42,19.22,-104.7,80.6,83,20,few clouds,0,0,17.22
441,Praia Da Vitoria,PT,2020-04-18 21:03:42,38.73,-27.07,64.4,88,40,scattered clouds,0,0,17.31
442,Kaeo,NZ,2020-04-18 21:03:42,-35.1,173.78,62.01,95,83,broken clouds,0,0,1.99
443,Mahon,ES,2020-04-18 21:03:43,39.89,4.27,62.6,93,100,light rain,{'3h': 0.36},0,8.05
444,Kieta,PG,2020-04-18 21:03:43,-6.22,155.63,81.03,75,92,overcast clouds,0,0,1.45
445,Fomboni,KM,2020-04-18 21:03:44,-12.28,43.74,82.29,78,62,light rain,{'3h': 0.15},0,13.62
446,Masvingo,ZW,2020-04-18 21:03:44,-20.06,30.83,64.45,62,17,light rain,{'3h': 0.11},0,9.95
447,Rambha,IN,2020-04-18 21:03:44,19.52,85.1,79.66,84,0,clear sky,0,0,11.65
448,Chippewa Falls,US,2020-04-18 21:03:45,44.94,-91.39,64.4,58,1,clear sky,0,0,17.22
449,Arman,RU,2020-04-18 21:03:45,59.7,150.17,8.31,83,100,overcast clouds,0,0,15.43
450,Libourne,FR,2020-04-18 21:03:45,44.92,-0.25,59.0,85,100,light rain,{'3h': 0.52},0,4.36
451,Batagay,RU,2020-04-18 21:03:45,67.63,134.63,-5.8,87,74,broken clouds,0,0,1.52
452,Bozoum,CF,2020-04-18 21:03:46,6.32,16.38,71.31,68,79,broken clouds,0,0,3.06
453,Olafsvik,IS,2020-04-18 21:03:46,64.89,-23.71,34.56,88,100,light rain,{'3h': 0.2},0,2.62
454,Zempoala,MX,2020-04-18 21:03:46,19.45,-96.42,90.0,62,5,clear sky,0,0,14.99
455,Bud,US,2020-04-18 21:03:47,39.45,-86.18,55.99,46,40,scattered clouds,0,0,11.41
456,Luau,AO,2020-04-18 21:03:47,-10.71,22.22,66.04,70,88,light rain,{'3h': 1.4},0,1.39
457,Santa Barbara,US,2020-04-18 21:00:10,34.42,-119.7,63.0,72,75,broken clouds,0,0,12.75
458,Twin Falls,US,2020-04-18 21:03:47,42.56,-114.46,63.0,18,1,clear sky,0,0,10.29
459,Sao Gabriel Da Cachoeira,BR,2020-04-18 21:03:48,-0.13,-67.09,81.86,75,83,light rain,{'3h': 1.21},0,2.59
460,Isangel,VU,2020-04-18 21:03:48,-19.55,169.27,77.0,94,75,broken clouds,0,0,10.49
461,Nome,US,2020-04-18 21:03:48,64.5,-165.41,34.0,100,90,mist,0,0,8.05
462,Araripe,BR,2020-04-18 21:03:49,-7.21,-40.05,71.1,78,100,moderate rain,{'3h': 6.48},0,2.57
463,Henties Bay,NA,2020-04-18 21:03:49,-22.12,14.28,57.0,95,0,clear sky,0,0,5.99
464,Tabatinga,BR,2020-04-18 21:03:49,-4.25,-69.94,87.8,62,40,scattered clouds,0,0,3.36
465,Le Port,RE,2020-04-18 21:03:49,-20.94,55.29,77.0,83,90,overcast clouds,0,0,13.87
466,Dalvik,IS,2020-04-18 21:03:50,65.97,-18.53,46.4,75,90,light intensity drizzle,0,0,33.33
467,Inhambane,MZ,2020-04-18 21:03:50,-23.86,35.38,75.04,78,28,scattered clouds,0,0,14.32
468,Khandyga,RU,2020-04-18 21:03:50,62.67,135.6,-1.95,87,14,few clouds,0,0,3.89
469,Koutiala,ML,2020-04-18 21:03:50,12.39,-5.46,98.1,18,100,overcast clouds,0,0,4.76
470,Maceio,BR,2020-04-18 21:03:51,-9.67,-35.74,82.4,83,75,thunderstorm,0,0,12.75
471,Natalio,PY,2020-04-18 21:03:51,-26.72,-55.08,73.69,42,0,clear sky,0,0,1.54
472,Kichera,RU,2020-04-18 21:03:51,55.94,110.1,13.96,78,7,clear sky,0,0,10.74
473,Nuuk,GL,2020-04-18 21:03:51,64.18,-51.72,30.2,58,100,light shower snow,0,0,24.16
474,Mahanoro,MG,2020-04-18 21:03:52,-19.9,48.8,75.72,83,27,light rain,{'3h': 1.25},0,6.42
475,Savannah Bight,HN,2020-04-18 21:03:52,16.45,-85.85,81.72,78,0,clear sky,0,0,23.38
476,Buala,SB,2020-04-18 21:03:52,-8.14,159.59,81.12,78,86,light rain,{'3h': 0.14},0,0.67
477,Ola,RU,2020-04-18 21:03:52,59.58,151.28,8.49,85,100,overcast clouds,0,0,13.53
478,Namibe,AO,2020-04-18 21:03:52,-15.2,12.15,74.34,71,78,light rain,{'3h': 0.47},0,4.61
479,Adrar,MR,2020-04-18 21:03:53,20.5,-10.07,74.03,40,100,light rain,{'3h': 0.48},0,9.93
480,Ha Tinh,VN,2020-04-18 21:03:53,18.33,105.9,75.94,79,60,broken clouds,0,0,4.34
481,Kingaroy,AU,2020-04-18 21:03:53,-26.53,151.83,60.01,100,90,overcast clouds,0,0,3.36
482,Plettenberg Bay,ZA,2020-04-18 21:03:53,-34.05,23.37,71.33,33,0,clear sky,0,0,5.73
483,Mujiayingzi,CN,2020-04-18 21:03:53,42.12,118.78,48.6,40,100,overcast clouds,0,0,5.93
484,Viedma,AR,2020-04-18 21:03:54,-40.81,-63.0,80.94,29,97,overcast clouds,0,0,21.27
485,Kontagora,NG,2020-04-18 21:03:54,10.4,5.47,91.09,26,52,broken clouds,0,0,5.91
486,Idaho Falls,US,2020-04-18 21:03:54,43.47,-112.03,57.99,22,1,clear sky,0,0,4.7
487,Nemuro,JP,2020-04-18 21:03:54,43.32,145.57,40.14,79,100,overcast clouds,0,0,9.24
488,Bermejo,AR,2020-04-18 21:03:55,-32.88,-68.8,82.4,32,0,clear sky,0,0,6.93
