City_ID,City,Country,Max Temp,Weather Desc,Lat,Lng,Hotel Name
264,Victoria,HK,75.99,overcast clouds,22.29,114.16,Four Seasons Hotel Hong Kong
265,Palmer,US,63.0,scattered clouds,42.16,-72.33,The Trainmaster's Inn
268,Burgdorf,DE,53.6,clear sky,52.45,10.01,Joachim Hunold
269,Ovalle,CL,78.42,clear sky,-30.6,-71.2,Socos del Valle
270,Kikwit,CD,70.23,overcast clouds,-5.04,18.82,Centre D'Accueil Protestant
271,Ucluelet,CA,55.99,overcast clouds,48.93,-125.55,A Snug Harbour Inn
272,Cangzhou,CN,50.61,clear sky,38.32,116.87,Hanting Express Cangzhou Railway staion
274,San Quintin,MX,64.04,overcast clouds,30.48,-115.95,
276,Mitsamiouli,KM,83.07,broken clouds,-11.38,43.28,
277,Honiara,SB,75.2,few clouds,-9.43,159.95,Heritage Park Hotel
279,Saint-Philippe,RE,77.0,few clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
280,Conneaut,US,59.0,clear sky,41.95,-80.55,
281,Zamora,EC,82.4,broken clouds,-4.07,-78.96,"Hotel ""Wampushkar"" en Zamora, Ecuador"
284,Luena,AO,62.31,broken clouds,-11.78,19.92,RESIDÊNCIA CISAAC
287,Porto Novo,BJ,82.4,scattered clouds,6.5,2.6,Hotel Les Ambassadeurs
289,Chicama,PE,73.4,few clouds,-7.84,-79.15,Hospedaje Punta Cana PERU
291,Meadow Lake,US,70.0,scattered clouds,34.8,-106.54,JKL Inc. R.V Park and Storage
293,Morondava,MG,78.6,clear sky,-20.28,44.28,
294,Praia Da Vitoria,PT,59.0,few clouds,38.73,-27.07,Hotel Branco I
296,Mazatlan,MX,78.8,clear sky,23.22,-106.42,Hotel Club Playamar
297,Ponta Do Sol,PT,63.0,scattered clouds,32.67,-17.1,
298,Qandala,SO,84.74,overcast clouds,11.47,49.87,
299,Sakakah,SA,73.4,clear sky,29.97,40.21,Altaj Suites
300,Hurghada,EG,77.0,clear sky,27.26,33.81,Sea Star Beau Rivage Hotel
301,Lata,PT,59.0,few clouds,40.16,-8.33,
305,Barda,AZ,59.9,broken clouds,40.37,47.13,Kral Hotel
306,Antofagasta,CL,66.2,few clouds,-23.65,-70.4,Hotel Terrado Suites Antofagasta
307,Caravelas,BR,76.26,broken clouds,-17.71,-39.25,
308,Derzhavinsk,KZ,52.29,overcast clouds,51.1,66.32,Ooo.khim Baza
309,Piacabucu,BR,80.2,clear sky,-10.41,-36.43,Piaçabuçu News
310,Marsa Matruh,EG,60.8,clear sky,31.35,27.25,Assistant Tower
313,Sao Joao Da Barra,BR,78.8,broken clouds,-21.64,-41.05,Pousada Porto De Canoas
314,Eydhafushi,MV,85.77,clear sky,5.1,73.07,Baa Atoll Biosphere Reserve Office
315,Safford,US,71.6,clear sky,32.83,-109.71,Casa Mañana
316,Makakilo City,US,78.8,scattered clouds,21.35,-158.09,エレン
319,Wukari,NG,85.66,overcast clouds,7.85,9.78,Karofi Lodge
321,Dillon,US,70.0,overcast clouds,34.42,-79.37,Heart of Dillon Motel
322,Andros Town,BS,86.0,few clouds,24.7,-77.77,
